author_id,recommendation_rank,product_id,product_name,brand_name,secondary_category,tertiary_category,price_usd,avg_product_rating,num_reviews,loves_count,predicted_score,risk_adjusted_score,bnn_uncertainty,confidence_bucket,predicted_lower_95,predicted_upper_95,mf_score,content_score,content_rating_score,hybrid_score,explanation
1000235057,1,P503827,Midnight Ritual Retinol Renewal Serum,Summer Fridays,Treatments,Face Serums,69.0,4.7588,228.0,14766,4.6052413,4.543729,0.12302457,medium_confidence,2.8998938,5.0,4.029515601884691,0.80077696,4.203108,4.081593366845407,"Recommended as a Face Serums product with moderate confidence because its content profile is similar to products this user has liked and it shows ingredient/content signals for hydration (glycerin, squalane); barrier support (niacinamide, squalane); brightening (niacinamide) Predicted score: 4.61; uncertainty: 0.123."
1000235057,2,P500055,Active Algae Lightweight Moisturizer,KORA Organics,Moisturizers,Moisturizers,48.0,4.6763,207.0,5384,4.507412,4.449124,0.116575755,medium_confidence,2.891457,5.0,4.006626296068557,0.75526,4.02104,4.01095046760413,"Recommended as a Moisturizers product with moderate confidence because its content profile is similar to products this user has liked and it shows ingredient/content signals for hydration (glycerin, aloe) Predicted score: 4.51; uncertainty: 0.117."
1000235057,3,P503726,B3 Nice 10% Niacinamide Serum,Sunday Riley,Treatments,Face Serums,65.0,4.726,624.0,9940,4.4739823,4.4152493,0.11746582,medium_confidence,2.8456895,5.0,3.9555180822484783,0.73830724,3.953229,3.954831414249655,"Recommended as a Face Serums product with moderate confidence because its content profile is similar to products this user has liked and it shows ingredient/content signals for hydration (glycerin, aloe); barrier support (niacinamide); brightening (niacinamide) Predicted score: 4.47; uncertainty: 0.117."
1000235057,4,P479318,10% Niacinamide Night Mask,Farmacy,Masks,Face Masks,44.0,4.6759,901.0,56372,4.3758707,4.3083997,0.13494192,low_confidence,2.5053267,5.0,3.947491680683941,0.80565506,4.22262,4.030030274958984,"Recommended as a Face Masks product with lower confidence because its content profile is similar to products this user has liked and it shows ingredient/content signals for hydration (glycerin, aloe); barrier support (niacinamide); brightening (niacinamide) Predicted score: 4.38; uncertainty: 0.135."
1000235057,5,P503814,Dynamic Skin Retinol Serum,Dermalogica,Treatments,Face Serums,92.0,4.8081,344.0,3898,4.373359,4.297539,0.15163998,low_confidence,2.2713494,5.0,4.0171269065691675,0.81390285,4.2556114,4.088672284343595,"Recommended as a Face Serums product with lower confidence because its content profile is similar to products this user has liked and it shows ingredient/content signals for hydration (glycerin, squalane); barrier support (ceramide, squalane); soothing (oat) Predicted score: 4.37; uncertainty: 0.152."
1000235057,6,P454313,Cica Sleeping Mask,LANEIGE,Masks,Face Masks,34.0,4.6375,971.0,80111,4.3643827,4.295341,0.13808364,low_confidence,2.4502888,5.0,3.899475155751587,0.8094971,4.2379885,4.001029245989002,"Recommended as a Face Masks product with lower confidence because its content profile is similar to products this user has liked and it shows ingredient/content signals for hydration (glycerin, squalane); barrier support (squalane); soothing (cica, oat) Predicted score: 4.36; uncertainty: 0.138."
1000235057,7,P505158,Max Vitamin D-Fense Sunscreen Serum Broad Spectrum SPF 50,Peter Thomas Roth,Sunscreen,Face Sunscreen,42.0,4.8514,148.0,340,4.3565516,4.279036,0.15503116,low_confidence,2.2075338,5.0,3.987822877265138,0.7458739,3.9834957,3.98652482313711,"Recommended as a Face Sunscreen product with lower confidence because its content profile is similar to products this user has liked and it shows ingredient/content signals for hydration (glycerin, squalane); barrier support (squalane); sun protection (spf, sunscreen) Predicted score: 4.36; uncertainty: 0.155."
1000235057,8,P503690,Water Drench Hyaluronic Cloud Rich Barrier Moisturizer,Peter Thomas Roth,Moisturizers,Moisturizers,58.0,4.7489,219.0,2975,4.2810163,4.223487,0.115059115,medium_confidence,2.6860847,5.0,4.091241680683941,0.8640667,4.456267,4.200749264331237,"Recommended as a Moisturizers product with moderate confidence because its content profile is similar to products this user has liked and it shows ingredient/content signals for hydration (hyaluronic acid, glycerin); barrier support (squalane); exfoliation (lactic acid) Predicted score: 4.28; uncertainty: 0.115."
1000235057,9,P438618,Clean Skin Gel Cleanser with Prebiotics,SEPHORA COLLECTION,Cleansers,Face Wash & Cleansers,12.0,4.6286,420.0,43752,4.284454,4.2163563,0.13619472,low_confidence,2.396544,5.0,3.863718336975627,0.7532644,4.0130577,3.908520220030583,"Recommended as a Face Wash & Cleansers product with lower confidence because its content profile is similar to products this user has liked and it shows ingredient/content signals for hydration (glycerin, aloe); soothing (oat) Predicted score: 4.28; uncertainty: 0.136."
1000235057,10,P503668,Barrier+ Triple Lipid + Collagen + Niacinamide Activating Serum,Skinfix,Treatments,Face Serums,69.0,4.8242,455.0,20730,4.2754884,4.2105107,0.12995552,low_confidence,2.4740653,5.0,4.024005213447474,0.8013718,4.2054873,4.078449920165184,"Recommended as a Face Serums product with lower confidence because its content profile is similar to products this user has liked and it shows ingredient/content signals for hydration (glycerin, ceramide); barrier support (ceramide, peptide); brightening (niacinamide) Predicted score: 4.28; uncertainty: 0.130."
10003868106,1,P503690,Water Drench Hyaluronic Cloud Rich Barrier Moisturizer,Peter Thomas Roth,Moisturizers,Moisturizers,58.0,4.7489,219.0,2975,4.983656,4.978586,0.010139576,high_confidence,4.843103,5.0,5.0,0.86891985,4.4756794,4.842703819274902,"Recommended as a Moisturizers product with high confidence because its content profile is similar to products this user has liked and it shows ingredient/content signals for hydration (hyaluronic acid, glycerin); barrier support (squalane); exfoliation (lactic acid) Predicted score: 4.98; uncertainty: 0.010."
10003868106,2,P479841,Floral Recovery Overnight Mask with Squalane,fresh,Masks,Face Masks,69.0,4.797,1128.0,30022,4.9795065,4.9720874,0.014838588,high_confidence,4.773816,5.0,4.923839482881744,0.8244232,4.297693,4.735995470735116,"Recommended as a Face Masks product with high confidence because its content profile is similar to products this user has liked and it shows ingredient/content signals for hydration (glycerin, squalane); barrier support (squalane); brightening (vitamin c) Predicted score: 4.98; uncertainty: 0.015."
10003868106,3,P469519,RESIST Advanced Replenishing Toner with Hyaluronic Acid,Paula's Choice,Cleansers,Toners,26.0,4.73,237.0,37158,4.978938,4.971816,0.014244539,high_confidence,4.7814827,5.0,4.933775617335525,0.8340423,4.3361692,4.754493800359965,"Recommended as a Toners product with high confidence because its content profile is similar to products this user has liked and it shows ingredient/content signals for hydration (hyaluronic acid, glycerin); brightening (licorice); soothing (oat) Predicted score: 4.98; uncertainty: 0.014."
10003868106,4,P469537,Bestsellers Trial Kit,Sulwhasoo,Value & Gift Sets,Unknown,58.0,4.702,302.0,26274,4.978829,4.969536,0.01858654,high_confidence,4.721185,5.0,4.925871915314176,0.8042774,4.2171097,4.7132432447726575,"Recommended as a Value & Gift Sets product with high confidence because its content profile is similar to products this user has liked and it shows ingredient/content signals for hydration (glycerin, squalane); barrier support (peptide, squalane); brightening (licorice) Predicted score: 4.98; uncertainty: 0.019."
10003868106,5,P500472,Mini Plum Plump Hyaluronic Acid Moisturizer,Glow Recipe,Mini Size,Unknown,21.0,4.4624,1449.0,26404,4.9761267,4.964889,0.022475125,high_confidence,4.66458,5.0,4.8117493420366735,0.5789692,3.3158767,4.362987615731061,Recommended as a Mini Size product with high confidence because its content profile is similar to products this user has liked and it shows ingredient/content signals for hydration (hyaluronic acid) Predicted score: 4.98; uncertainty: 0.022.
10003868106,6,P504421,Overnight Hydrating Mask,SEPHORA COLLECTION,Masks,Face Masks,16.0,4.8268,231.0,5527,4.9711857,4.9636526,0.015066332,high_confidence,4.7623386,5.0,4.951648438105624,0.79337776,4.173511,4.718207286686448,"Recommended as a Face Masks product with high confidence because its content profile is similar to products this user has liked and it shows ingredient/content signals for hydration (hyaluronic acid, glycerin) Predicted score: 4.97; uncertainty: 0.015."
10003868106,7,P503827,Midnight Ritual Retinol Renewal Serum,Summer Fridays,Treatments,Face Serums,69.0,4.7588,228.0,14766,4.9723344,4.963133,0.018403161,high_confidence,4.7172327,5.0,4.947098019467109,0.79193246,4.16773,4.713287617685815,"Recommended as a Face Serums product with high confidence because its content profile is similar to products this user has liked and it shows ingredient/content signals for hydration (glycerin, squalane); barrier support (niacinamide, squalane); brightening (niacinamide) Predicted score: 4.97; uncertainty: 0.018."
10003868106,8,P483679,Truth Barrier Booster Orange Ferment Vitamin C Essence,OLEHENRIKSEN,Moisturizers,Mists & Essences,48.0,4.814,602.0,24293,4.971124,4.9602637,0.02172082,high_confidence,4.6700335,5.0,4.9650611045033655,0.7472098,3.9888391,4.672194589520458,"Recommended as a Mists & Essences product with high confidence because its content profile is similar to products this user has liked and it shows ingredient/content signals for hydration (hyaluronic acid, glycerin); barrier support (niacinamide); brightening (vitamin c, ascorbic) Predicted score: 4.97; uncertainty: 0.022."
10003868106,9,P454313,Cica Sleeping Mask,LANEIGE,Masks,Face Masks,34.0,4.6375,971.0,80111,4.965525,4.95623,0.018589754,high_confidence,4.707837,5.0,4.817057573334004,0.79663336,4.1865335,4.627900408183473,"Recommended as a Face Masks product with high confidence because its content profile is similar to products this user has liked and it shows ingredient/content signals for hydration (glycerin, squalane); barrier support (squalane); soothing (cica, oat) Predicted score: 4.97; uncertainty: 0.019."
10003868106,10,P474832,Sugar Recovery Lip Mask Advanced Therapy,fresh,Lip Balms & Treatments,Unknown,28.0,4.6973,598.0,21441,4.9671354,4.9556913,0.022888325,high_confidence,4.649861,5.0,4.931197594976139,0.84165,4.3666,4.761818351311483,Recommended as a Lip Balms & Treatments product with high confidence because its content profile is similar to products this user has liked and it shows ingredient/content signals for hydration (hyaluronic acid); barrier support (cholesterol); soothing (oat) Predicted score: 4.97; uncertainty: 0.023.
10005368592,1,P500055,Active Algae Lightweight Moisturizer,KORA Organics,Moisturizers,Moisturizers,48.0,4.6763,207.0,5384,3.9698112,3.893756,0.15211043,low_confidence,1.8612802,5.0,3.352780142222403,0.8045069,4.2180276,3.6123543770672786,"Recommended as a Moisturizers product with lower confidence because its content profile is similar to products this user has liked and it shows ingredient/content signals for hydration (glycerin, aloe) Predicted score: 3.97; uncertainty: 0.152."
10005368592,2,P503690,Water Drench Hyaluronic Cloud Rich Barrier Moisturizer,Peter Thomas Roth,Moisturizers,Moisturizers,58.0,4.7489,219.0,2975,3.8724456,3.8058758,0.13313939,low_confidence,2.0268881,5.0,3.437395526837788,0.83084726,4.323389,3.7031936086317274,"Recommended as a Moisturizers product with lower confidence because its content profile is similar to products this user has liked and it shows ingredient/content signals for hydration (hyaluronic acid, glycerin); barrier support (squalane); exfoliation (lactic acid) Predicted score: 3.87; uncertainty: 0.133."
10005368592,3,P469519,RESIST Advanced Replenishing Toner with Hyaluronic Acid,Paula's Choice,Cleansers,Toners,26.0,4.73,237.0,37158,3.7661602,3.6898422,0.15263624,low_confidence,1.6503403,5.0,3.3623470459069535,0.80660594,4.2264237,3.621570101934672,"Recommended as a Toners product with lower confidence because its content profile is similar to products this user has liked and it shows ingredient/content signals for hydration (hyaluronic acid, glycerin); brightening (licorice); soothing (oat) Predicted score: 3.77; uncertainty: 0.153."
10005368592,4,P438618,Clean Skin Gel Cleanser with Prebiotics,SEPHORA COLLECTION,Cleansers,Face Wash & Cleansers,12.0,4.6286,420.0,43752,3.722918,3.640804,0.16422793,low_confidence,1.4464161,5.0,3.209872183129473,0.6498574,3.5994296,3.32673950577547,"Recommended as a Face Wash & Cleansers product with lower confidence because its content profile is similar to products this user has liked and it shows ingredient/content signals for hydration (glycerin, aloe); soothing (oat) Predicted score: 3.72; uncertainty: 0.164."
10005368592,5,P454313,Cica Sleeping Mask,LANEIGE,Masks,Face Masks,34.0,4.6375,971.0,80111,3.699291,3.6308513,0.1368793,low_confidence,1.8018916,5.0,3.2456290019054332,0.77225953,4.089038,3.498651693736452,"Recommended as a Face Masks product with lower confidence because its content profile is similar to products this user has liked and it shows ingredient/content signals for hydration (glycerin, squalane); barrier support (squalane); soothing (cica, oat) Predicted score: 3.70; uncertainty: 0.137."
10005368592,6,P456392,Daily UV Defense Invisible Broad Spectrum SPF 36 Sunscreen,innisfree,Sunscreen,Face Sunscreen,16.0,4.5393,1452.0,145749,3.711682,3.6259878,0.17138855,low_confidence,1.3359208,5.0,3.2550206201910363,0.78918606,4.156744,3.525537658964353,"Recommended as a Face Sunscreen product with lower confidence because its content profile is similar to products this user has liked and it shows ingredient/content signals for hydration (glycerin); sun protection (spf, sunscreen); soothing (centella, oat) Predicted score: 3.71; uncertainty: 0.171."
10005368592,7,P463036,Honey Halo Ultra-Hydrating Ceramide Moisturizer,Farmacy,Moisturizers,Moisturizers,48.0,4.4484,1327.0,131912,3.634305,3.5679264,0.13275695,low_confidence,1.7940489,5.0,3.203170331743028,0.8024178,4.209671,3.505120538372463,"Recommended as a Moisturizers product with lower confidence because its content profile is similar to products this user has liked and it shows ingredient/content signals for hydration (glycerin, ceramide); barrier support (ceramide); soothing (oat) Predicted score: 3.63; uncertainty: 0.133."
10005368592,8,P483679,Truth Barrier Booster Orange Ferment Vitamin C Essence,OLEHENRIKSEN,Moisturizers,Mists & Essences,48.0,4.814,602.0,24293,3.653077,3.5411627,0.22382827,low_confidence,1.0,5.0,3.3936325330747943,0.7510611,4.0042443,3.5768160952577635,"Recommended as a Mists & Essences product with lower confidence because its content profile is similar to products this user has liked and it shows ingredient/content signals for hydration (hyaluronic acid, glycerin); barrier support (niacinamide); brightening (vitamin c, ascorbic) Predicted score: 3.65; uncertainty: 0.224."
10005368592,9,P503726,B3 Nice 10% Niacinamide Serum,Sunday Riley,Treatments,Face Serums,65.0,4.726,624.0,9940,3.617804,3.510024,0.21556015,low_confidence,1.0,5.0,3.3016719284023246,0.82502186,4.3000875,3.601196656987645,"Recommended as a Face Serums product with lower confidence because its content profile is similar to products this user has liked and it shows ingredient/content signals for hydration (glycerin, aloe); barrier support (niacinamide); brightening (niacinamide) Predicted score: 3.62; uncertainty: 0.216."
10005368592,10,P503891,Green Tea Hyaluronic Acid Hydrating Moisturizer,innisfree,Moisturizers,Moisturizers,29.0,4.7299,411.0,13619,3.5707626,3.504563,0.13239929,low_confidence,1.7354643,5.0,3.3261346227933783,0.8240308,4.2961235,3.617131311188824,"Recommended as a Moisturizers product with lower confidence because its content profile is similar to products this user has liked and it shows ingredient/content signals for hydration (hyaluronic acid, glycerin); barrier support (ceramide, squalane); exfoliation (lactic acid) Predicted score: 3.57; uncertainty: 0.132."
10005786204,1,P503827,Midnight Ritual Retinol Renewal Serum,Summer Fridays,Treatments,Face Serums,69.0,4.7588,228.0,14766,4.8200665,4.784199,0.071734816,medium_confidence,3.8256896,5.0,4.375669448038538,0.8403765,4.361506,4.371420504572411,"Recommended as a Face Serums product with moderate confidence because its content profile is similar to products this user has liked and it shows ingredient/content signals for hydration (glycerin, squalane); barrier support (niacinamide, squalane); brightening (niacinamide) Predicted score: 4.82; uncertainty: 0.072."
10005786204,2,P503690,Water Drench Hyaluronic Cloud Rich Barrier Moisturizer,Peter Thomas Roth,Moisturizers,Moisturizers,58.0,4.7489,219.0,2975,4.7173095,4.674601,0.08541718,medium_confidence,3.53327,5.0,4.437395526837788,0.8885392,4.554157,4.472423926701185,"Recommended as a Moisturizers product with moderate confidence because its content profile is similar to products this user has liked and it shows ingredient/content signals for hydration (hyaluronic acid, glycerin); barrier support (squalane); exfoliation (lactic acid) Predicted score: 4.72; uncertainty: 0.085."
10005786204,3,P469519,RESIST Advanced Replenishing Toner with Hyaluronic Acid,Paula's Choice,Cleansers,Toners,26.0,4.73,237.0,37158,4.66889,4.625202,0.08737587,medium_confidence,3.4576993,5.0,4.3623470459069535,0.853443,4.413772,4.377774659353495,"Recommended as a Toners product with moderate confidence because its content profile is similar to products this user has liked and it shows ingredient/content signals for hydration (hyaluronic acid, glycerin); brightening (licorice); soothing (oat) Predicted score: 4.67; uncertainty: 0.087."
10005786204,4,P474832,Sugar Recovery Lip Mask Advanced Therapy,fresh,Lip Balms & Treatments,Unknown,28.0,4.6973,598.0,21441,4.6802983,4.6233177,0.11396088,medium_confidence,3.1005905,5.0,4.3597690235475675,0.8220415,4.288166,4.338288225693502,Recommended as a Lip Balms & Treatments product with moderate confidence because its content profile is similar to products this user has liked and it shows ingredient/content signals for hydration (hyaluronic acid); barrier support (cholesterol); soothing (oat) Predicted score: 4.68; uncertainty: 0.114.
10005786204,5,P454313,Cica Sleeping Mask,LANEIGE,Masks,Face Masks,34.0,4.6375,971.0,80111,4.667837,4.6223445,0.090984985,medium_confidence,3.4066176,5.0,4.245629001905433,0.7868843,4.147537,4.216201566134829,"Recommended as a Face Masks product with moderate confidence because its content profile is similar to products this user has liked and it shows ingredient/content signals for hydration (glycerin, squalane); barrier support (squalane); soothing (cica, oat) Predicted score: 4.67; uncertainty: 0.091."
10005786204,6,P469537,Bestsellers Trial Kit,Sulwhasoo,Value & Gift Sets,Unknown,58.0,4.702,302.0,26274,4.6733584,4.621334,0.1040487,medium_confidence,3.2310514,5.0,4.354443343885605,0.82504654,4.300186,4.3381662117297495,"Recommended as a Value & Gift Sets product with moderate confidence because its content profile is similar to products this user has liked and it shows ingredient/content signals for hydration (glycerin, squalane); barrier support (peptide, squalane); brightening (licorice) Predicted score: 4.67; uncertainty: 0.104."
10005786204,7,P503814,Dynamic Skin Retinol Serum,Dermalogica,Treatments,Face Serums,92.0,4.8081,344.0,3898,4.6622305,4.607793,0.10887562,medium_confidence,3.1530137,5.0,4.363280752723013,0.8468489,4.387396,4.370515379902935,"Recommended as a Face Serums product with moderate confidence because its content profile is similar to products this user has liked and it shows ingredient/content signals for hydration (glycerin, squalane); barrier support (ceramide, squalane); soothing (oat) Predicted score: 4.66; uncertainty: 0.109."
10005786204,8,P477157,Clearly Clean Makeup Removing Cleansing Balm,Farmacy,Cleansers,Face Wash & Cleansers,36.0,4.6494,619.0,22126,4.645832,4.5970917,0.09748086,medium_confidence,3.2945676,5.0,4.42337145567086,0.80163527,4.206541,4.3583224327574435,Recommended as a Face Wash & Cleansers product with moderate confidence because its content profile is similar to products this user has liked and it shows ingredient/content signals for soothing (oat) Predicted score: 4.65; uncertainty: 0.097.
10005786204,9,P500288,1% Vitamin A Retinol Serum,Farmacy,Treatments,Face Serums,60.0,4.766,453.0,24674,4.628581,4.5757003,0.10576132,medium_confidence,3.1625342,5.0,4.3212674170293806,0.845899,4.383596,4.339966046481418,"Recommended as a Face Serums product with moderate confidence because its content profile is similar to products this user has liked and it shows ingredient/content signals for hydration (glycerin, ceramide); barrier support (ceramide); exfoliation (lactic acid) Predicted score: 4.63; uncertainty: 0.106."
10005786204,10,P500055,Active Algae Lightweight Moisturizer,KORA Organics,Moisturizers,Moisturizers,48.0,4.6763,207.0,5384,4.632252,4.575304,0.11389644,medium_confidence,3.0534377,5.0,4.352780142222403,0.7794981,4.1179924,4.282343915260027,"Recommended as a Moisturizers product with moderate confidence because its content profile is similar to products this user has liked and it shows ingredient/content signals for hydration (glycerin, aloe) Predicted score: 4.63; uncertainty: 0.114."
